GENE_ID,treat_1,treat_2,treat_3,control_1,control_2,control_3
DBI,3136,873,679,3546,1386,627
SLC16A1,3332,3778,3079,5671,5748,2644
HEATR3,2167,1228,1345,939,868,836
TRIM74,71,55,79,113,90,68
NIFK,1155,735,711,841,507,496
OXA1L,4009,1386,1373,3240,1503,1430
SLC7A7,1169,173,239,469,530,289
LARP1,34787,17395,17529,15390,12779,19525
CNOT8,2680,2575,1532,2264,2204,2514
GRIA1,27924,16895,17585,13920,5986,16880
LRGUK,307,406,420,192,349,286
SETD9,283,159,153,144,304,132
MIER3,2108,1804,2001,1871,1243,946
NUP205,5095,2528,2636,4212,2440,2481
ZKSCAN2,2390,1647,2332,2354,1826,2056
C9orf85,842,386,991,1080,881,660
PIK3AP1,6571,652,525,1033,1007,382
RBM45,1051,628,835,946,379,544
TTN,20665,9898,11416,20440,9018,7576
VSIG4,7828,356,403,1424,817,166
PDIA4,6528,2830,2637,5745,3451,3317
KDM8,716,408,250,339,247,518
PDZD9,94,46,73,66,79,54
OTOA,134,48,31,47,20,32
KCTD18,1313,1000,493,1733,1311,1078
FAM126B,10603,11807,13775,2490,2582,8288
FLACC1,343,177,226,210,207,173
C2CD6,151,337,427,184,383,279
TMEM237,1510,1286,1265,1321,755,913
FZD7,935,272,386,1178,386,423
SPAG17,51,43,40,354,15,65
DEPTOR,1570,1670,1339,2045,2827,1647
FMN2,15994,9983,8551,12122,6006,10898
RNF20,6093,4033,4550,7312,3860,3253
PPARGC1B,4304,2162,2130,777,898,2388
ELMO1,11474,5131,5011,8589,9139,5042
SLC26A2,2889,1058,1287,1717,1021,1004
LSM11,1841,2418,2295,730,781,2505
MED7,1143,855,1128,1141,685,890
SAXO1,21,0,30,13,0,22
RRAGA,7581,3794,4215,4382,2624,4274
SLC24A2,34737,35158,22399,28665,25939,29923
PXYLP1,1936,803,670,798,1053,1069
ADCY8,4087,1683,1834,5543,1684,2359
RASA2,2484,2519,2672,1168,1042,2270
RMND1,1196,774,1060,755,602,917
RAET1L,42,7,38,0,0,24
SLA,2960,839,1261,790,672,1237
TMBIM4,1931,1261,1593,1782,1386,1052
VBP1,2120,2343,2935,1477,1898,2074
RAB39B,3109,2065,1911,1271,1054,2011
CLIC2,490,295,562,201,225,332
AFF2,3415,992,1020,516,1676,1100
MICU3,3594,6019,6723,847,1746,5257
GRIP1,1763,1334,1375,452,672,1221
VPS37A,1817,835,1191,1247,1156,1153
KIF5A,108950,61963,54932,17820,101194,92843
MAGEA8,21,5,0,0,0,0
PSD3,60393,45924,56693,15762,17624,45368
CARNMT1,1722,1937,2068,863,849,1404
MCU,1541,1139,1114,1007,776,861
MIDEAS,8511,3233,3543,7675,5041,4619
CFAP70,1107,808,1118,1888,572,948
GNA14,1041,316,358,875,236,340
FAM161B,3034,1507,1793,1902,680,1911
GNAQ,27452,25460,29481,14157,11029,21231
WIF1,2990,1235,1404,82,942,1837
GPR61,1037,1045,1040,435,148,1219
MMP16,11262,10786,12801,3930,7660,9715
ADK,1945,1463,1438,1332,917,1075
KCNMA1,39160,21704,27446,9060,9029,24314
BATF,231,12,10,22,15,18
DCK,1850,2139,2749,1162,1022,1938
ADAMTS3,1154,933,938,413,82,841
ALX3,79,6,4,22,18,4
DPY19L4,2174,3022,3745,3628,2888,2254
NDUFAF6,903,705,992,906,642,738
DRAM2,1568,922,667,1208,678,636
C8orf37,423,343,499,752,232,296
CFAP161,58,21,41,15,9,19
ADAMTSL3,1367,874,618,2422,631,905
ART3,256,100,306,515,270,252
SLC28A1,21,18,18,53,3,7
WHAMM,1611,735,852,1141,890,848
N6AMT1,1897,1573,1605,2435,1354,1373
RWDD2B,1007,760,726,403,376,512
USP16,3630,3601,3924,4084,2584,2615
CCT8,6767,4832,5364,2549,2018,2996
MAP3K7CL,399,123,239,162,199,105
NAA11,71,10,34,48,0,2
BACH1,5648,2883,4029,4110,3255,2629
TSPAN7,52702,16374,16229,21019,12549,19879
TIAM1,13119,4669,7608,7789,6942,6931
SCAF4,3010,969,1112,2390,1642,1003
RPGR,686,502,557,774,403,454
CDK20,1917,1124,1169,584,616,1077
PCGF6,474,403,359,405,277,305
ANKRD9,3657,1827,1408,3073,2560,2391
SFR1,333,411,500,481,408,223
SORCS3,6247,3679,4670,1924,1825,3646
SFXN2,1365,308,501,545,633,628
ATP5MJ,4209,1422,1271,1430,1124,1424
TDRD9,353,530,399,45,269,623
FGF18,87,6,0,14,0,12
PCDH1,17746,6702,7179,4020,5260,10210
SH3RF2,304,40,128,61,28,88
GDF6,107,51,72,19,10,48
UQCRB,8336,7561,8582,4970,3633,5905
MTERF3,816,406,539,541,302,277
PTDSS1,6501,3866,4398,3599,2849,4354
PPP2R2B,20758,14456,13899,12318,11982,12124
RPL30,8599,3801,4449,9173,5329,3052
KCNS2,3906,1586,1939,83,388,2207
PABIR3,522,277,449,347,245,278
SUPV3L1,1586,1429,1400,1060,775,1174
PABIR2,2289,2036,2818,1420,1678,2586
EEF1A1,152931,38562,64021,156510,64166,38779
FBXO43,39,11,13,30,21,21
HKDC1,191,27,56,146,130,38
HK1,31685,12881,16075,7124,8542,15553
TYSND1,1970,801,999,1032,984,841
PHF6,2456,1720,3111,1556,1992,2120
CD109,1255,629,956,4350,502,1146
LRFN2,4929,2032,2100,892,1107,3030
NODAL,71,28,52,59,50,40
UBE2L6,4889,1309,1404,3555,2017,1438
ZDHHC5,5799,2955,2759,3013,2334,2957
MED19,610,219,637,578,389,618
ZFAND3,8487,2754,5453,6828,6551,2670
NPTN,18096,9769,11008,2741,2803,9125
KAT6B,5947,3287,4602,8250,3896,3957
SAMD8,14010,10103,3564,10242,5337,5985
RAB11FIP1,1671,506,602,428,509,584
UNC5D,9642,1934,3282,1507,673,2469
GLYATL2,42,17,56,75,0,4
UTP14A,1243,588,448,993,504,454
AIFM1,1952,1037,1231,1167,992,1114
MAPK13,2146,1515,396,300,505,889
BAG4,6344,6378,8589,1850,1642,6928
MS4A1,13,13,20,48,0,22
TBC1D31,1396,949,1552,858,1057,950
NTAQ1,664,662,492,530,360,345
ATAD2,1527,1082,1392,1048,657,1022
FBXO32,5075,3194,3018,15934,5497,3413
NSMCE2,606,442,505,475,532,473
ZNF689,1577,512,509,1140,1012,809
PRR14,1961,646,632,1519,1051,902
FBRS,4179,1849,1656,4145,4055,3038
FRRS1,180,43,176,61,63,24
PHKG2,2161,1097,785,1209,1151,1392
MFSD14A,4656,1533,3735,2313,2754,3245
SASS6,337,336,367,397,180,284
COX6A2,54,2,0,4,0,11
ITGAD,25,13,18,7,0,14
ZIC3,337,51,174,1075,229,97
MALSU1,1019,618,637,831,442,390
VPS8,6971,4936,5383,4564,3554,3984
GALK2,2225,1733,942,2204,2099,1998
LHFPL4,7604,4211,3831,759,2055,5461
B3GNT7,2167,544,338,1604,1676,648
MPV17L,1417,1033,946,1096,715,940
BUB1B,136,26,28,19,27,33
PDE6D,1819,1374,1248,1980,1198,1340
EIF4A2,27008,31289,33735,11107,10663,20128
BRPF1,2411,1210,989,1786,1441,1346
RPUSD3,1588,720,954,847,834,1177
SST,4283,1054,1172,1342,1481,1429
TATDN2,6968,4158,2828,3030,3610,4651
GHRL,156,93,87,54,178,48
SEC13,3633,929,1842,2600,1489,1649
EXOG,856,651,962,1175,970,874
NTAN1,1145,671,689,644,509,402
NMNAT2,23526,16108,16277,2089,4487,18006
ZFYVE9,12522,9555,10070,5708,4028,9015
ATP2B2,67915,36022,18434,5458,6304,25750
LYZL4,40,12,31,12,0,30
SLC6A1,18067,9018,17309,37733,18194,19216
SMG1,24387,16075,18698,16239,13336,14723
FCHO2,2184,1908,2420,2349,1514,1691
RBPMS,1025,327,296,1539,658,435
TMEM171,70,79,34,23,36,59
KLHL40,44,26,24,71,32,18
TIMP4,677,287,347,531,583,532
SYN2,50977,22783,30150,1005,7581,34418
NRG1,1223,893,486,85,251,688
ODR4,1918,1639,2302,1822,1309,1344
CPT2,1582,548,404,1632,846,525
NECAP2,2895,642,552,3488,1698,1060
LRP8,8317,4950,5014,3469,2553,5053
PAXIP1,1320,646,859,1033,735,741
STEAP2,2115,2887,1313,559,412,3406
SSBP3,11183,5246,4101,2509,2768,6021
HTR5A,1706,783,704,37,272,521
CLDN12,3354,2449,919,1374,317,2633
MMP14,4707,473,468,2604,1910,507
FZD1,2435,1165,1427,1985,784,1516
GATAD1,2514,2261,2497,3201,3279,2334
SUSD3,258,60,88,204,178,113
TMED6,27,57,29,39,71,51
CLEC18A,252,44,84,321,192,148
DHRS4,835,379,343,754,568,237
C1orf158,20,0,7,81,0,8
CLEC18C,72,14,45,133,0,17
ARMC12,59,31,39,45,20,36
DDX19B,1733,936,883,1444,868,782
ST3GAL2,5664,2050,2023,2632,1308,2691
FCSK,1764,665,713,1814,1350,997
IL34,2609,1191,1357,282,566,1724
DHRS1,766,383,342,780,581,445
CACNA1D,7670,3755,4835,1489,2281,4069
ARSL,258,170,107,289,151,112
KIT,4076,2481,3647,2536,1180,1995
HYDIN,4597,2908,3412,4709,2517,2675
AASDH,1619,995,1199,1691,851,951
ZNF19,314,237,510,446,305,420
CACNA2D3,4949,2934,3053,668,739,2533
RNF111,5907,2678,3190,2366,1986,3451
CCNB2,241,30,33,182,77,82
FAM81A,2805,2160,2266,515,1037,2262
MYO1E,3578,1649,1554,5887,4991,1851
APPL1,7702,7665,8704,5484,5060,6810
PWWP3B,915,1395,1112,140,104,1167
AFAP1L1,800,321,438,807,588,164
TSC22D3,3454,3362,2528,3686,2351,1551
VPS26C,4814,1880,2111,3894,2105,2192
DYRK1A,11520,7219,9004,5564,4758,7998
KCNJ6,17261,10483,12231,1018,1774,11428
KCNJ15,58,0,12,14,36,17
ERG,971,464,595,956,397,107
ETS2,15693,5946,5023,3558,4412,6997
TSPAN18,689,108,338,953,141,232
LCA5L,77,70,143,85,109,117
SLC35B2,651,455,332,1036,615,634
TMEM164,2389,608,1476,3417,865,2312
MX1,3635,1544,1500,3114,3305,1764
CREB3L1,803,470,318,462,353,450
C2CD2,2367,1100,1403,1191,1366,1712
TAB3,3894,3865,3569,2239,1624,3536
SLC38A10,5955,1599,1741,4930,3287,2962
C9orf43,61,14,68,61,34,55
PALM2AKAP2,3818,1061,1982,2326,645,600
ZNF618,1395,461,652,1377,603,297
DGKI,13249,12023,10151,2192,3172,10197
TMEM268,7386,4160,2940,1456,1818,5154
SVOPL,44,21,44,51,48,48
SNX22,2943,1873,1739,4010,4760,2503
UBN2,7978,6518,7709,5795,6272,6557
BRAF,14962,14466,14767,6473,6778,12681
SLC34A2,24,8,30,25,3,12
ACAN,1479,349,174,1480,2354,220
PSMG3,1357,1025,788,632,596,819
CABP1,6362,4810,2216,179,949,5130
WDR19,3126,2377,2859,2363,1219,2055
SLC37A3,3505,2807,3128,1506,2187,2673
AP3S2,6706,4069,3752,5483,3060,5011
FMNL2,22424,17488,17325,32337,25037,14769
GAREM2,4332,1771,1383,7429,2687,2516
SPPL3,6602,3801,3681,4917,3039,3940
DPYSL5,8492,5188,2291,4797,6373,4947
DRC1,188,67,179,446,15,86
RAB28,1349,740,865,765,861,841
PRXL2B,1587,1139,947,833,836,1416
TNFRSF14,1357,353,366,694,502,612
PANK4,2116,1125,1065,1655,1330,1509
MEGF11,3088,671,1580,1454,2025,1282
C12orf43,2075,1023,1073,923,557,1398
PEX10,1361,1161,1222,2191,1957,1926
RER1,5057,2338,1770,3023,2634,2127
RADIL,667,370,284,585,681,401
SKI,19195,6872,6762,12381,9602,9600
WIPI2,8127,3904,4214,4405,3377,4705
LDLRAP1,570,748,653,929,2266,516
AGAP1,29053,21491,7987,19369,29526,27428
KRTCAP3,26,21,18,79,34,46
ANKRD61,119,86,102,85,100,72
PAFAH2,869,539,348,1063,721,358
EXTL1,6328,4661,2669,1448,1646,5988
SLC30A2,78,51,12,45,75,46
BABAM2,4247,1536,1849,1574,929,1551
TRIM63,0,0,0,0,11,0
CFAP251,803,307,489,438,207,495
MRPL17,1150,630,482,677,585,607
DUSP2,1291,294,238,115,157,450
GRHL3,120,18,33,414,80,42
UBXN11,2048,1084,866,1068,793,1343
NLRP14,54,74,75,142,60,91
PTPDC1,1521,1217,1639,2156,2704,1384
GALNT14,1181,764,500,69,234,741
NCK1,454,339,485,346,350,997
HPD,10,0,0,42,0,0
RHPN1,3833,1693,1712,3187,1605,2499
TPRG1L,13945,7077,7219,2891,3415,8803
LRRC43,332,110,116,279,109,200
PRXL2C,526,326,238,333,392,273
XKR8,653,243,160,877,464,267
CNNM4,2621,896,973,1668,1193,1519
EYA3,3619,1581,1267,2638,1489,1517
DZIP1L,609,73,198,386,225,179
TMSB15A,43,9,10,22,88,4
FANCC,1437,524,583,1000,1588,745
MRAS,17411,8375,10998,10995,1891,11676
WASF2,14044,4911,5175,19142,11252,5872
ABHD3,988,514,377,927,437,432
ESYT3,1129,680,657,668,411,630
FAIM,447,404,398,610,362,416
TENT5B,181,40,39,237,43,104
CLSTN2,45827,30081,27731,5927,8313,37953
COLEC12,6630,1232,2765,11427,2399,1494
RNF207,846,310,506,211,341,728
CUL4B,5862,4977,7035,4451,3453,4908
GPR153,3884,892,1698,262,2451,1854
SLC13A3,2323,552,901,2333,1381,826
GPRASP2,2173,1953,2226,488,173,2372
RHBDL2,332,343,282,551,577,409
AUTS2,6788,4037,5922,5084,4055,3058
SHROOM4,3639,1982,1302,5723,5885,2178
H2BC5,2216,522,711,1373,779,480
CDC25C,62,13,40,10,7,25
H4C8,2739,1993,1834,1939,1237,1556
MITD1,567,597,589,720,449,530
EIF5B,4776,3181,3296,6368,3424,2684
RIBC1,56,38,26,250,29,54
TMSB15B,222,139,266,77,115,149
CATIP,85,28,23,176,41,27
CNOT11,1608,918,855,1387,587,944
KCNB1,22195,16147,10751,4063,3621,12175
TSPAN33,1889,450,654,1890,739,786
NRG2,945,318,394,513,442,462
AHCYL2,10407,5173,5076,12580,4344,5259
B4GALT5,10466,6218,7232,5443,3764,6370
CD1D,111,37,36,41,10,16
SPATA2,4669,735,490,2600,1640,2267
CD1C,69,4,12,4,12,4
DNAH3,77,0,31,12,0,43
CPA2,14,14,29,21,26,10
NCF1,305,41,87,192,206,59
TSR2,4275,2570,2714,3738,3580,3832
PPP1R9A,15170,13033,13266,8068,6948,12270
ZC3H18,3617,1262,1196,2856,2056,1554
ZFAND2B,1108,555,596,713,550,687
GDPD5,1735,797,493,830,484,994
DYNC1I1,11424,7842,8973,1706,3021,7462
PFKFB1,52,22,10,75,82,29
ALAS2,40,21,23,57,1074,15
TMED4,6450,2886,2942,5254,4115,3852
PPP1R15B,8406,4378,4493,7489,5861,4666
COPG2,5084,3288,3477,3107,1961,3087
EMSY,2213,788,988,1860,1417,1159
GPAT4,6067,4103,4329,4287,3355,4075
PKD1L1,438,115,117,208,159,136
ZSCAN12,1170,1009,907,1261,799,850
TAGLN2,5585,983,1411,9075,2891,1052
ELK4,6055,4699,6205,5779,5755,5047
SLAMF8,225,38,36,23,22,0
SLC45A3,770,1102,404,2504,4229,853
DUSP23,803,243,129,282,183,324
RNF166,1816,832,444,1121,1160,859
NBL1,8420,9172,4323,4310,4447,5424
HTR6,486,87,122,14,66,200
F11R,1729,667,794,1309,301,740
USF1,3311,1384,954,1689,1170,1224
PLA2G2F,4,0,3,16,0,6
SPATA2L,1992,1289,1082,677,732,1406
NIT1,1526,581,705,1199,852,733
DEDD,1543,1225,668,1489,949,884
ZNF276,2451,1477,1605,3049,4083,2622
NPM2,1158,460,364,100,288,795
EDA,535,194,292,250,421,241
FGF17,549,352,221,60,116,591
VWA5B1,31,10,30,93,20,24
CDA,25,0,4,50,9,0
PINK1,31600,15579,12725,16010,17611,19469
B4GALT3,1665,735,978,1229,944,1029
DMTN,22851,23067,20034,1676,6061,23416
ADAMTS4,4893,8472,4411,12191,22494,7352
FAM160B2,3193,1037,1031,2223,1643,1926
NDUFS2,4721,2631,2283,2583,2214,2283
SLC5A11,742,600,449,1951,2708,737
FCER1G,2080,75,52,315,236,64
APOA2,55,0,4,10,5,7
TOMM40L,1283,1320,894,998,900,2034
MPZ,242,160,256,188,152,118
CCAR2,12686,6248,6068,7431,6171,7655
WNT9B,78,15,14,41,11,40
CACHD1,5048,2789,3745,4539,1592,3136
CDC42SE2,5156,6669,6434,3715,2381,7262
RAPGEF6,6756,6314,8042,5194,6186,5861
EPB41,1418,798,1329,801,728,1052
MIS18A,294,343,377,208,272,254
ALG8,959,547,683,750,544,480
FBXW5,7334,3054,2447,3537,3353,3954
CFAP298,727,417,432,834,394,318
SYNJ1,18780,14395,15496,2523,5524,14709
PAXBP1,2835,2754,3467,4217,3417,2377
IFNAR2,1299,586,1219,1243,878,407
MRPL10,1411,858,695,554,666,749
IFNGR2,4720,1228,1390,1763,1575,1622
GART,2778,1650,1743,2598,1682,1723
SON,15572,9081,12462,20600,11758,12238
DONSON,868,408,543,662,715,450
SV2A,42772,21746,23364,8727,10231,27352
STC1,917,64,91,258,47,18
CSRP1,13780,4970,4492,24597,11815,6330
C1QC,26187,1135,1649,5487,4208,1954
KCNE2,29,16,8,35,0,61
ATP5MC1,2675,1032,933,1141,690,966
RCAN1,6252,4019,3708,5201,4370,3112
UBE2Z,4685,2232,1824,2357,1960,2096
CIART,403,239,250,530,142,160
SNF8,3339,1732,1636,2729,2398,1915
CLIC6,100,11,46,29,0,3
CCDC24,836,361,414,633,242,480
RUNX1,3049,258,217,656,1058,289
CBR1,1722,1010,1673,2525,4091,1078
CBR3,725,89,211,882,239,327
RP11-523H20.5,394,510,637,334,683,720
GJD2,760,386,310,44,156,406
ACTC1,881,82,189,75,112,146
MORC3,3904,3596,4961,3677,2373,2904
CHAF1B,959,525,614,148,187,442
CLDN14,23,0,2,10,11,3
SIM2,265,202,346,208,205,152
HLCS,3330,2126,2327,2889,1678,2518
GOLGA6A,19,11,14,36,12,13
SCUBE1,1776,683,313,386,1702,468
ARHGAP27,2848,721,766,1050,1711,985
ADPGK,3449,1200,1605,1996,1500,1194
PTMS,9173,5403,6219,3856,4897,5520
PLA2G4D,16,13,17,8,0,27
PADI4,32,0,32,31,0,28
ADIPOR1,6481,2343,2703,3608,3713,2821
CYB5R1,3171,1314,1649,2098,1430,1377
PSMD4,7421,5198,5100,4725,4153,5343
ATP13A2,17019,6119,5564,4832,5227,9276
M1AP,151,144,136,124,88,128
PSMB4,9043,3407,3365,5105,3417,3619
BTG2,14196,3614,2730,9523,8182,1475
CES5A,63,48,31,16,0,42
HK2,4361,1404,1195,3208,2110,1285
C1R,9764,541,634,8232,539,553
CELF3,8201,2644,2095,436,1947,4185
ALDH4A1,3775,2129,1289,2790,3654,3274
STARD9,4211,2544,2669,6883,6783,2597
THEM4,1345,717,516,1102,578,548
TCHH,72,18,20,14,26,52
UBR1,7063,5698,6558,4426,3167,5004
AMFR,9329,4106,3768,6590,3932,5164
MED8,2427,1095,1341,1412,971,1127
RGL4,212,149,184,227,194,194
ISL2,10,21,0,6,0,0
RSPRY1,2865,2352,2555,2788,2002,1828
CCDC17,156,71,53,249,163,129
GPBP1L1,5613,3826,3158,4644,3657,2729
NAE1,2159,2534,2693,1887,1368,1998
TMEM69,1474,725,649,1184,546,463
ADGRG5,108,7,39,38,33,80
DRC7,111,38,55,143,18,36
ACE,1641,262,386,613,591,468
TEPP,24,3,15,15,0,0
UROC1,33,0,45,8,0,4
EFCAB14,11565,8421,7632,19182,11960,7349
SPON2,1248,213,397,646,146,319
CHCHD6,1098,740,623,392,566,862
CTBP1,11564,6260,5181,5850,6947,7599
LRRC36,44,38,42,19,24,16
TPPP3,2277,1534,1610,4794,2503,1853
ZDHHC1,653,235,233,685,270,408
ATP6V0D1,12588,3995,3756,3261,3455,5162
AGRP,44,22,23,46,23,32
ZFYVE28,4636,1590,1280,1452,1391,2157
CARMIL2,1407,577,481,206,254,720
C16orf86,253,177,50,260,236,253
PIP,7,10,16,16,46,24
FAM131B,15158,11090,8578,5551,7873,5394
RGS12,8496,3492,4806,4881,3648,5362
PSKH1,3223,1196,1263,3547,2490,1818
ZYX,6232,1255,818,2486,1876,1926
ABR,57225,30575,27371,18816,15879,34555
LYPD5,1256,341,311,510,333,382
CCDC117,2302,1616,1817,625,1523,1702
ZNF230,515,408,444,596,333,363
CCDC107,474,176,141,385,276,339
ZNF222,550,369,405,404,257,295
NPR2,2340,981,958,1846,504,1455
ZNF221,391,800,644,377,598,701
ZNF233,543,632,929,630,385,748
ZNF235,1045,643,675,1002,516,635
GNE,3424,2534,2648,2287,2020,2152
TNFRSF13C,447,245,348,593,911,457
OR3A3,18,7,5,63,74,61
ARHGAP35,33589,12946,12418,17608,8963,12841
PTGIR,58,11,6,13,51,10
CALM3,73436,18608,19643,6695,27997,21185
DFFA,5504,2550,2718,6655,3494,2751
CCDC28B,696,422,359,652,517,536
IQCC,611,262,307,508,422,338
TMEM234,914,538,482,675,612,694
BSDC1,8822,4893,4033,5061,5833,5958
ZBTB8A,1170,804,1233,770,744,887
ATAD3B,1948,877,863,1727,1576,1549
SSU72,5251,2532,2644,3140,2625,3067
UBE2J2,1692,782,752,935,1087,1364
ZNF362,3722,1389,1205,3006,2379,2006
FNDC5,2881,1512,1071,1086,519,1766
CPAMD8,889,141,203,428,208,209
NR2F6,2637,977,832,1262,1062,1492
ANKLE1,78,42,49,103,64,66
MIX23,267,114,235,146,139,133
VMA21,5030,4273,5690,3368,2446,4342
KALRN,43127,27288,23073,6983,8054,27645
CILP2,134,69,20,31,54,72
ABCG1,4674,2750,2478,3432,5392,3653
TMPRSS3,539,66,97,69,0,114
UBASH3A,26,0,0,33,0,0
RSPH1,419,318,453,411,139,255
SLC37A1,1389,549,630,476,466,691
PDE9A,1299,499,492,1379,708,517
WDR4,957,535,451,516,489,610
NDUFV3,2722,1179,1453,2448,748,1666
PKNOX1,1506,614,1200,1665,1082,1458
CBS,2706,1530,1085,3256,1459,1696
U2AF1,2214,1607,1579,2088,1927,1338
HSF2BP,126,118,93,127,96,39
RRP1B,3864,1691,1785,2403,1911,2030
PDXK,21492,12074,19051,12612,19540,28203
G6PD,3704,729,586,1854,1487,1209
CSTB,1281,268,389,885,480,447
RRP1,2586,1374,1433,1318,1499,1425
AGPAT3,15827,5161,6878,7339,7197,5591
TRAPPC10,8202,4322,4700,5344,6092,5451
GAB3,987,256,344,509,452,216
GATD3A,2516,1010,834,1852,1268,1427
ICOSLG,1797,1711,590,3933,3988,2047
AIRE,172,33,28,64,62,142
CFAP410,2402,1382,1117,1307,1639,2027
ZNF66,464,286,361,309,279,343
LRRC3,214,104,171,171,154,151
ITGB2,9364,981,1000,2992,2734,1128
FAM207A,737,187,199,286,285,377
RALGDS,11310,3041,2656,7482,6462,4307
FTCD,174,129,125,65,90,185
SPATC1L,594,258,164,449,435,791
LSS,6099,3595,2907,8258,7257,3993
VAV2,4873,2317,1829,4402,1917,2729
MCM3AP,11767,5538,5821,8710,7549,7098
C21orf58,335,136,166,421,374,214
PCNT,9515,3890,3913,3955,4026,4268
DIP2A,7438,4422,4194,6500,8199,5426
S100B,11375,7576,5806,22660,10040,5672
PRMT2,6660,3918,4620,6433,4910,5177
CLDND2,21,40,24,40,22,43
ZNF208,311,143,176,51,124,325
ADAMTS13,1031,723,661,615,848,1136
CACFD1,1599,717,403,1548,720,1160
SLC2A6,2969,992,857,882,687,1637
ZNF761,991,808,994,880,676,609
C9orf116,368,128,84,147,94,191
ZNF714,1745,872,1141,577,746,797
GPSM1,8165,3063,3217,3143,4264,4264
C19orf47,1852,1144,1036,1375,1692,1349
HIPK4,970,507,584,55,190,914
CFAP157,143,109,89,221,126,167
TOR2A,491,151,230,368,330,269
ST6GALNAC6,4329,4648,2043,1215,2757,4843
SHKBP1,1530,431,426,899,1030,467
RDH13,1614,744,1057,1130,749,1007
ZER1,18078,6357,6075,6489,5477,8863
ZDHHC12,563,87,51,271,127,109
PKN3,524,80,150,238,259,122
SPTBN4,12794,5178,5220,2247,3198,7856
BRSK1,18552,11326,8712,5182,10675,13682
COX6B2,17,11,21,23,42,34
NLRP4,89,12,0,167,46,0
PLPP7,1966,974,765,773,803,1131
TAOK1,33303,29377,30987,27162,19169,24529
MED27,1478,641,785,1014,522,754
DEDD2,1763,538,786,555,703,822
SIK3,14582,9255,8859,21665,15523,9775
MPZL3,198,56,157,72,102,52
JAML,354,34,85,220,35,43
NEK8,334,172,210,422,269,231
TLCD1,338,148,178,983,101,211
PCSK7,7118,2537,3143,4138,4366,3113
SAFB,6345,2621,2895,4484,3512,3111
CD3G,25,4,32,29,37,0
S100A1,4745,1346,1444,913,1011,1771
CHTOP,3306,2541,2565,3571,3038,2252
CXCR5,12,2,0,22,15,0
ZBTB7B,919,375,601,842,742,663
FLAD1,1644,587,626,1089,685,955
SHC1,2991,1158,893,1712,1137,851
VPS11,4818,2470,2585,4285,2483,2714
NLRX1,1435,444,548,1424,657,882
ADAR,31761,14301,14105,18177,10141,15618
IL6R,2959,851,705,2143,1600,574
UBE2Q1,5018,2590,2044,2776,1932,2838
CHRNB2,9347,4338,3394,841,1687,5868
CRTC2,1678,611,788,1922,1403,931
ANO10,2364,1554,1726,1229,1144,1269
FDPS,2771,1808,1844,2360,1536,1941
RUSC1,6967,2749,2597,1565,2088,4401
FAM189B,1504,634,398,902,944,1335
PAQR6,4540,3981,4212,11187,17329,5083
PMF1,616,401,850,667,827,512
SLC25A44,10648,3769,4154,4391,3673,4491
LMNA,4499,1674,1470,3587,2314,1466
CCR5,442,15,30,149,7,6
NBEAL2,2627,548,919,1774,1242,1135
CCDC12,1036,1054,1052,890,652,720
PTH1R,1098,483,284,901,690,375
UBQLN4,6949,2879,2471,5055,3531,4013
MYL3,150,98,102,393,73,66
PPP1R35,364,224,222,334,325,252
GPATCH4,2318,1196,1009,1308,702,1196
LRRC71,51,20,13,31,39,33
FCRL3,33,0,21,34,0,3
AZGP1,88,38,39,104,161,80
FGFR4,108,25,7,95,215,49
CYP3A4,36,17,25,48,25,14
CYP3A7,44,41,52,20,22,36
NACC1,13714,5272,4333,5376,5573,6430
HK3,1537,53,54,71,146,65
LY6K,42,5,0,41,77,72
IER2,3794,2667,1610,5677,6626,1576
ZNF394,1208,794,840,1117,967,557
CPSF4,1566,705,999,1343,999,1187
LY6E,5707,2780,1442,1331,1958,3526
VPS28,3598,1065,1145,2593,1887,1638
TONSL,989,270,272,332,380,559
PTGER1,77,6,18,40,47,33
PWWP3A,9072,5509,4329,6983,6530,7819
RECQL4,769,480,337,254,335,573
LRRC14,3791,1497,1761,2849,2115,2863
ZNF333,1055,1014,1142,1319,1393,938
COL26A1,3262,916,683,158,324,1310
PPP1R16A,2791,1332,1085,1582,1241,1659
FOXH1,46,2,14,9,8,13
ORAI2,7656,3115,3601,2483,1161,5276
ALKBH4,1313,421,456,803,575,703
SH2B2,1159,209,153,402,259,325
MRNIP,2564,1374,1781,2362,1722,1579
SQSTM1,16009,9025,9245,12407,10903,10176
MGAT4B,5023,2071,2081,2336,2515,3224
RPL8,8321,1981,2423,6177,5072,2965
MAML1,3758,1442,1594,3323,2950,2204
LRWD1,3112,1060,1136,1807,1253,1728
FBXL13,354,155,361,302,182,231
NAPEPLD,4042,2799,2349,3143,2741,2799
SCGB3A1,24,0,8,17,12,25
PSMC2,5679,4087,3952,3776,2627,3368
CELF5,21322,9927,10089,909,4123,11823
MFSD12,4856,2820,1832,2810,3614,3054
USP41,20,9,13,20,40,0
YDJC,444,239,213,163,243,392
CCDC116,14,0,11,41,43,17
DVL3,6715,2381,2178,6596,3531,2881
AP2M1,30967,19371,16576,12858,12780,15409
ABCF3,4717,2293,2245,2915,1973,2952
PCYT1A,5728,2810,2907,5854,3495,2960
FBXO27,1673,779,789,522,751,1123
DMKN,65,32,27,172,56,104
U2AF1L4,588,340,581,371,471,443
