GENE_ID,treat_1,treat_2,control_1,control_2
ADAM17,3528,2255,3574,1860
FLI1,2334,553,1641,1684
KCNJ1,126,36,66,9
TMEM45B,152,41,167,63
WWC2,2827,1684,3317,2269
CENPU,81,50,53,86
ACSL1,5712,2459,3874,4469
SLC25A4,14856,9679,5119,4669
AMN1,2022,1649,883,560
BICD1,12413,7883,8307,5034
SAV1,1814,2966,2067,1985
CCDC122,143,342,181,404
SERP2,1756,911,584,451
NBAS,13546,8653,8488,5997
ZNF385D,6594,5214,3203,2127
TDO2,75,122,5,22
GUF1,3884,3345,2759,1884
SLC35F4,79,44,29,56
GABRA2,10601,10173,3732,2084
SACS,5013,4186,1956,9440
CCDC175,115,52,153,44
PABPC3,79,20,60,8
CENPJ,1495,745,802,1046
FBXO4,414,270,378,246
TMEM267,478,477,207,240
CCL28,242,110,53,35
PARP8,4572,3461,2649,1349
GFRA1,2514,2558,1440,1975
CACUL1,8042,6639,4759,3985
DST,140659,95986,201853,100796
BEND6,2441,2965,1164,862
TIAL1,4417,3988,4117,3380
BAG3,2821,619,3060,808
GLT1D1,3994,2968,300,981
TMEM132D,11252,5444,584,2724
RBM46,7,4,98,0
SCHIP1,3370,2140,4622,2535
MCHR2,1659,1126,10,94
KCNE4,620,98,601,338
AP1S3,195,215,58,98
RABGAP1L,9090,14511,5318,7940
CCDC74B,258,119,347,33
TLCD4,2337,3405,1434,1380
MZT2B,3844,1035,1552,1911
TUBA3E,29,0,49,34
ASTN1,37434,14198,26800,9203
FAM168B,23279,19649,13031,13780
PTPN14,3862,2343,2201,2095
MGAT5,12566,8779,11083,9089
TMEM163,1548,1249,1556,761
GPATCH11,2143,1715,1867,973
HSPB8,9754,3694,20069,4437
GEMIN6,633,373,399,132
TMEM178A,3853,3343,2897,2977
POU4F1,41,60,55,44
OBI1,1954,1659,1070,821
CYSLTR2,74,54,293,55
GRID2,3043,2641,1208,2242
ARL11,359,22,160,46
RIT2,796,707,232,262
SETBP1,9140,3775,4098,2475
ARL14EP,2516,2814,1588,1082
EPG5,8196,3795,5193,3156
PSTPIP2,334,31,75,70
ATP5F1A,21292,13167,11645,7237
HAUS1,362,147,298,219
C18orf25,4671,3554,2736,1906
SPC25,117,146,53,70
G6PC2,16,5,6,6
PDK1,2153,1552,744,960
PDE3B,2213,2211,1010,1936
TCF7L1,369,127,666,322
TGOLN2,22245,12807,15630,11261
SH2D6,56,52,110,115
KCNK13,538,140,121,242
UHMK1,16687,17229,6918,8068
ATG10,834,674,569,294
POC5,651,520,581,522
SPOCK1,24890,17499,15541,12067
FAM151B,265,297,122,134
TADA1,1992,1790,1367,1106
GUCY1A2,19414,20227,10792,7731
CWF19L2,1498,1785,2008,1402
JMY,5759,5615,5381,4387
HOMER1,12431,12857,1962,3254
XRCC4,265,252,308,166
BOLL,22,32,12,8
ZNF547,558,442,468,153
ZNF773,1037,424,852,389
ZNF776,3233,2210,2296,1280
ZNF256,1136,686,1156,694
SUV39H2,611,576,655,509
DCLRE1C,837,392,622,481
OLAH,52,16,54,11
RPP38,527,237,363,375
NMT2,1929,1509,1117,913
ZSCAN1,458,137,204,251
ZNF837,255,97,191,199
USP12,7428,8659,3738,4723
CCDC50,8011,5398,7794,6010
CAMK4,17794,20237,4163,3745
TRIM36,2719,3100,440,738
ZFP36L2,8951,1803,8282,6038
PAN3,3856,2608,3388,2774
PLEKHH2,806,928,3866,955
PFKM,14684,8546,9625,5743
TMEM123,4402,4600,11848,7266
GRIA4,10194,8096,5143,3327
IGSF10,1181,373,562,515
SPEF2,1780,1246,904,260
SPARCL1,101451,63263,35240,31874
MEPE,386,85,54,10
MBNL1,10665,6020,7040,4767
CAPSL,39,80,11,0
NADK2,4073,3130,5956,2018
GPD1L,1716,1005,2848,2375
GJA1,25637,24145,82085,12764
CCNO,177,61,2,13
DDX4,27,19,19,34
CLEC4F,7,6,2,1
SLC30A6,1317,769,880,1156
PELO,2239,1113,1413,1027
RASGRP3,1665,1807,4429,3248
SAR1B,5132,4111,5336,4214
CATSPER3,68,5,6,38
GPR180,2815,3091,1662,1639
DYNLT5,142,40,123,12
DNAI4,773,545,1617,379
ANKRD22,445,88,7,49
FARP1,20727,14512,10613,7663
IFIT5,2543,2554,2399,1787
SLC16A12,383,61,52,7
PANK1,1872,1416,1008,657
PRDM8,2772,592,372,300
BMP3,82,73,19,21
HNRNPDL,14417,12597,13526,11442
HHEX,343,107,264,274
UTRN,17051,9978,22574,10982
GRM1,3325,1450,493,818
PTPRK,10842,10552,11598,8770
GGPS1,2029,2276,1298,1184
CNTNAP4,6828,7312,11762,10551
ZNF117,1222,1546,1051,715
RAB3C,42171,34733,1765,6726
LMNTD1,54,23,105,9
MARVELD2,225,92,200,135
RAD17,1501,1585,1321,861
MED21,1026,856,855,886
PLOD2,2751,1712,2837,1296
STK32B,769,340,358,637
NRSN1,6236,3687,992,1312
JAKMIP1,7353,4137,1307,1503
ZIC1,5150,500,4882,1938
ADGRA3,4073,3181,9494,2331
CPB1,0,0,5,19
SREK1IP1,1777,2395,1475,1368
LGI2,2528,965,297,620
CWC27,1855,1114,1576,1020
MR1,538,267,302,142
SRP19,2127,1599,1977,1175
CENPH,65,64,38,40
CDYL,2732,856,2863,1465
CARHSP1,2078,1088,4267,2026
TEKT5,47,4,12,10
BANK1,95,86,153,44
TXNDC11,1941,648,1421,780
DAB2,5841,826,2954,1757
ACMSD,97,33,27,19
ACOXL,44,12,29,22
BCL2L11,319,317,1150,580
ANAPC1,6478,3876,3121,2496
CAST,5294,3954,6864,3166
SCOC,2709,13371,2695,4354
CLGN,166,318,83,111
CETN3,395,770,905,569
SMARCA5,10785,9282,10385,8239
SYCP2L,322,156,183,177
BMP6,680,148,466,437
RGPD3,547,323,267,85
RASSF3,2219,1312,1675,2107
HNRNPU,22854,18225,23351,17562
RANBP2,28837,20712,14442,9683
AHCTF1,7773,4939,5813,3548
MERTK,3387,1790,2346,2170
TMEM87B,2794,1308,1237,1168
PTPRR,4297,3086,286,897
NR4A2,2693,1186,720,627
CCDC148,495,859,289,345
PLA2R1,1394,236,642,195
RBMS1,2468,1041,1100,945
SCN3A,10826,7012,2186,2572
FEZF2,749,436,155,201
CD96,84,11,105,44
SLC25A27,2484,2154,1262,1358
CYRIB,8622,4386,3226,3279
ASAP1,10675,7551,5815,3135
TRAPPC8,5721,4375,3643,2997
FAM81B,37,37,27,1
INO80C,710,383,415,355
LPCAT1,7340,3770,4508,2501
PLEKHG4B,105,23,52,74
NMRAL1,1659,719,1229,936
UBALD1,1299,497,955,888
C16orf89,1419,388,429,538
TMEM251,530,545,649,480
ING1,1283,272,738,512
TEX29,111,32,26,36
ADPRHL1,1542,337,183,283
CMTM7,589,120,315,309
FBXL2,3456,3003,932,901
UBP1,5049,4512,2692,3143
RMND5A,4079,3221,6326,6855
CD8A,384,178,199,190
RPIA,629,453,571,444
PTPRD,29694,29003,29622,24928
LURAP1L,222,116,231,162
CNKSR3,1532,1218,2410,2885
GTF2E1,1080,721,1047,874
CFDP1,1492,674,903,556
ZDHHC7,4658,1566,2052,1716
CIBAR2,0,0,15,0
C7orf31,175,58,264,130
TMPRSS11D,196,185,114,71
JAZF1,4507,3181,1345,1255
CMIP,22905,5639,4556,4877
SPHKAP,7138,5067,732,1907
KCNJ16,1051,310,4365,259
PID1,3339,2814,2764,1014
TRIP12,24247,14769,15667,11017
FBXO36,737,522,1015,371
CEBPG,3308,2531,2509,1394
KCTD15,2066,1051,1923,1624
ZNF599,526,388,584,431
MCOLN2,62,0,4,10
LGI4,2661,2573,2554,1468
DDAH1,6904,15607,6842,9905
SREK1,5692,6141,4632,4549
CHD1,4428,3122,3627,2831
ANKFN1,399,205,1558,183
DGKE,4782,3964,612,1513
HS2ST1,6706,6588,5244,2978
MSI2,10441,7672,16412,7946
CACNA2D1,16966,14660,3573,4660
ZUP1,1071,1007,716,682
HS3ST3A1,342,19,296,159
GDPD1,1378,1109,922,561
NUS1,4933,5060,2399,2211
SEMA3D,817,779,1044,432
PPP2R5E,6942,5240,2724,2898
GRAP,313,105,332,107
SLC5A10,145,0,110,246
AK5,20036,16094,3700,5845
CABYR,406,245,221,244
IMPACT,1821,1579,2018,1886
ANKRD29,818,361,330,344
SDHAF4,316,235,166,127
CHST9,733,455,1354,467
THY1,22519,20443,2411,6169
DNAAF1,583,335,349,220
C16orf74,111,121,166,127
TBCEL,3321,1914,3768,2836
JPH3,16958,8799,1496,7136
ANKH,20174,8328,9654,6192
OTULIN,2207,1544,2219,1887
UBASH3B,3196,1450,728,860
ROBO4,2036,519,2127,2284
ROBO3,961,624,1632,947
TBRG1,6197,2087,2437,1603
NRGN,74376,25136,1415,10367
RETREG1,3027,4963,3197,3034
CDH12,2802,1551,91,328
GPR15,53,34,7,26
TOMM70,11259,10402,4299,3899
ABI3BP,980,412,2207,346
ANGPT1,473,303,3069,259
PITPNC1,10450,7875,13197,5060
CC2D1B,2398,1470,2692,2210
CERS3,105,55,79,71
PRKCA,34095,15866,34458,12972
LRRK1,6072,2320,2186,2019
CEP112,1021,520,1100,358
GAL3ST2,122,28,42,49
ABCA9,2329,1047,1187,629
ABCA6,1840,1372,309,903
ABCA10,1306,1207,283,527
ABCA5,6189,6511,1402,2939
ENPP3,69,30,157,16
C4orf19,1005,258,1378,175
UCHL1,46479,22442,3102,11911
MIA3,7072,3295,4430,3037
DISP1,1090,313,971,620
TNIK,15022,11301,18722,10280
FAM167A,3386,1973,5441,1574
NEIL2,1840,1356,1033,900
PGM5,1334,663,1448,1290
OBSCN,3540,1883,1064,1734
LONRF1,2023,1629,1213,1303
TRIM11,2463,1788,1322,1214
ENAH,14383,10250,24603,15107
CCSAP,8839,8767,2138,2676
SH3RF1,4604,4369,3443,3093
GBP5,506,8,232,207
BUB3,4116,3395,3130,2500
GPR26,7589,4728,54,1097
CCDC173,104,105,193,55
MMP21,56,22,40,8
C10orf90,906,1155,3325,3647
DIPK1A,3788,3185,2525,2689
ATP5MC3,5810,4012,3134,2218
CNTNAP3B,2059,1793,1069,666
MAGED4,2773,1560,1929,1624
SRSF12,1061,1297,383,496
PDLIM3,995,556,2537,717
SORBS2,11380,6677,1769,2250
ELOC,2610,2253,1225,1420
LY96,201,27,47,30
TMSB4Y,0,0,374,247
CXADR,5519,5353,2198,3601
BTG3,793,551,891,575
C21orf91,1513,4828,3496,3294
CHODL,86,134,97,122
NCAM2,21346,21171,11971,7480
L3MBTL4,1918,1103,1015,1164
PDE1C,5457,7133,10026,7811
RABGEF1,4391,3084,3113,1947
MRPL39,951,674,700,383
JAM2,2679,1509,5468,1081
ATP5PF,2678,988,1684,929
GABPA,2109,2080,2430,1926
ADAMTS1,8427,2061,6805,5866
ADAMTS5,561,233,624,152
TSEN2,1072,755,688,558
SLFN13,271,101,386,241
WNT7A,2455,982,1318,743
XPC,3217,1533,4210,2565
CCDC174,677,840,764,513
FGD5,1703,763,869,937
FLCN,8572,2903,4599,4276
DPH3,1778,1170,2225,1125
OXNAD1,952,578,748,935
PLCL2,2845,5530,1332,1694
CXXC1,2461,1112,2002,1624
SKA1,61,17,3,0
PPP4R1,3744,2644,3994,2630
APCDD1,4071,1082,5734,4758
PIEZO2,1913,1865,640,3322
MPPE1,1393,1000,1184,878
USP43,1884,626,187,518
RAB6B,49892,31289,7765,10087
EME1,106,90,120,96
EPHB1,5217,2506,2159,2684
ACSS1,6351,3303,8042,5233
ANKRD40,8321,7955,16239,16785
ZNF18,840,517,880,396
CA10,5274,3713,1279,1695
VOPP1,7393,3716,4749,2208
APOOL,1028,743,617,483
DKK2,852,381,62,110
CYP2U1,2068,1510,2917,1451
RSPH10B,100,51,43,24
FBXL18,4631,578,752,862
CNTNAP5,7526,3750,744,1529
PROM2,428,206,271,469
AK9,1112,1271,1088,1044
KLF10,3240,2543,1157,842
PTPRN2,28668,13637,3800,5660
AZIN1,17725,20394,12020,10892
ATP6V1C1,18958,15551,4306,4382
PIP4P2,1460,1672,1113,818
OTUD6B,1131,922,925,664
CDK19,5918,4490,9135,6992
GTF3C6,2337,1228,1673,1274
TTC39B,2836,3109,1233,850
AGPAT5,2137,2790,2479,1321
MMS19,6310,2332,4609,2671
PI4K2A,5673,1942,2826,1877
MARVELD1,1223,392,1735,172
ZFYVE27,3669,2160,1630,1692
GOLGA7B,2512,3555,706,1749
GPR78,971,387,285,268
TRMT44,2150,1049,918,1529
SLC25A28,2141,958,1938,1364
HSPA13,7906,7516,3710,2971
SAMSN1,2197,793,918,870
USP25,5813,4203,2830,2682
GRAMD2B,2283,1748,7303,3951
ZCCHC10,359,516,314,343
C16orf87,1435,1923,573,815
MOV10,2333,639,2636,1257
RHOC,3115,703,4055,1189
PPM1J,319,264,202,154
DBI,3136,873,3546,1386
SLC16A1,3332,3778,5671,5748
HEATR3,2167,1228,939,868
TRIM74,71,55,113,90
NIFK,1155,735,841,507
OXA1L,4009,1386,3240,1503
SLC7A7,1169,173,469,530
LARP1,34787,17395,15390,12779
CNOT8,2680,2575,2264,2204
GRIA1,27924,16895,13920,5986
LRGUK,307,406,192,349
SETD9,283,159,144,304
MIER3,2108,1804,1871,1243
NUP205,5095,2528,4212,2440
ZKSCAN2,2390,1647,2354,1826
C9orf85,842,386,1080,881
PIK3AP1,6571,652,1033,1007
RBM45,1051,628,946,379
TTN,20665,9898,20440,9018
VSIG4,7828,356,1424,817
PDIA4,6528,2830,5745,3451
KDM8,716,408,339,247
PDZD9,94,46,66,79
OTOA,134,48,47,20
KCTD18,1313,1000,1733,1311
FAM126B,10603,11807,2490,2582
FLACC1,343,177,210,207
C2CD6,151,337,184,383
TMEM237,1510,1286,1321,755
FZD7,935,272,1178,386
SPAG17,51,43,354,15
DEPTOR,1570,1670,2045,2827
FMN2,15994,9983,12122,6006
RNF20,6093,4033,7312,3860
PPARGC1B,4304,2162,777,898
ELMO1,11474,5131,8589,9139
SLC26A2,2889,1058,1717,1021
LSM11,1841,2418,730,781
MED7,1143,855,1141,685
SAXO1,21,0,13,0
RRAGA,7581,3794,4382,2624
SLC24A2,34737,35158,28665,25939
PXYLP1,1936,803,798,1053
ADCY8,4087,1683,5543,1684
RASA2,2484,2519,1168,1042
RMND1,1196,774,755,602
RAET1L,42,7,0,0
SLA,2960,839,790,672
TMBIM4,1931,1261,1782,1386
VBP1,2120,2343,1477,1898
RAB39B,3109,2065,1271,1054
CLIC2,490,295,201,225
AFF2,3415,992,516,1676
MICU3,3594,6019,847,1746
GRIP1,1763,1334,452,672
VPS37A,1817,835,1247,1156
KIF5A,108950,61963,17820,101194
MAGEA8,21,5,0,0
PSD3,60393,45924,15762,17624
CARNMT1,1722,1937,863,849
MCU,1541,1139,1007,776
MIDEAS,8511,3233,7675,5041
CFAP70,1107,808,1888,572
GNA14,1041,316,875,236
FAM161B,3034,1507,1902,680
GNAQ,27452,25460,14157,11029
WIF1,2990,1235,82,942
GPR61,1037,1045,435,148
MMP16,11262,10786,3930,7660
ADK,1945,1463,1332,917
KCNMA1,39160,21704,9060,9029
BATF,231,12,22,15
DCK,1850,2139,1162,1022
ADAMTS3,1154,933,413,82
ALX3,79,6,22,18
DPY19L4,2174,3022,3628,2888
NDUFAF6,903,705,906,642
DRAM2,1568,922,1208,678
C8orf37,423,343,752,232
CFAP161,58,21,15,9
ADAMTSL3,1367,874,2422,631
ART3,256,100,515,270
SLC28A1,21,18,53,3
WHAMM,1611,735,1141,890
N6AMT1,1897,1573,2435,1354
RWDD2B,1007,760,403,376
USP16,3630,3601,4084,2584
CCT8,6767,4832,2549,2018
MAP3K7CL,399,123,162,199
NAA11,71,10,48,0
BACH1,5648,2883,4110,3255
TSPAN7,52702,16374,21019,12549
TIAM1,13119,4669,7789,6942
SCAF4,3010,969,2390,1642
RPGR,686,502,774,403
CDK20,1917,1124,584,616
PCGF6,474,403,405,277
ANKRD9,3657,1827,3073,2560
SFR1,333,411,481,408
SORCS3,6247,3679,1924,1825
SFXN2,1365,308,545,633
ATP5MJ,4209,1422,1430,1124
TDRD9,353,530,45,269
FGF18,87,6,14,0
PCDH1,17746,6702,4020,5260
SH3RF2,304,40,61,28
GDF6,107,51,19,10
UQCRB,8336,7561,4970,3633
MTERF3,816,406,541,302
PTDSS1,6501,3866,3599,2849
PPP2R2B,20758,14456,12318,11982
RPL30,8599,3801,9173,5329
KCNS2,3906,1586,83,388
PABIR3,522,277,347,245
SUPV3L1,1586,1429,1060,775
PABIR2,2289,2036,1420,1678
EEF1A1,152931,38562,156510,64166
FBXO43,39,11,30,21
HKDC1,191,27,146,130
HK1,31685,12881,7124,8542
TYSND1,1970,801,1032,984
PHF6,2456,1720,1556,1992
CD109,1255,629,4350,502
LRFN2,4929,2032,892,1107
NODAL,71,28,59,50
UBE2L6,4889,1309,3555,2017
ZDHHC5,5799,2955,3013,2334
MED19,610,219,578,389
ZFAND3,8487,2754,6828,6551
NPTN,18096,9769,2741,2803
KAT6B,5947,3287,8250,3896
SAMD8,14010,10103,10242,5337
RAB11FIP1,1671,506,428,509
UNC5D,9642,1934,1507,673
GLYATL2,42,17,75,0
UTP14A,1243,588,993,504
AIFM1,1952,1037,1167,992
MAPK13,2146,1515,300,505
BAG4,6344,6378,1850,1642
MS4A1,13,13,48,0
TBC1D31,1396,949,858,1057
NTAQ1,664,662,530,360
ATAD2,1527,1082,1048,657
FBXO32,5075,3194,15934,5497
NSMCE2,606,442,475,532
ZNF689,1577,512,1140,1012
PRR14,1961,646,1519,1051
FBRS,4179,1849,4145,4055
FRRS1,180,43,61,63
PHKG2,2161,1097,1209,1151
MFSD14A,4656,1533,2313,2754
SASS6,337,336,397,180
COX6A2,54,2,4,0
ITGAD,25,13,7,0
ZIC3,337,51,1075,229
MALSU1,1019,618,831,442
VPS8,6971,4936,4564,3554
